state,target,city
Colorado,"Parker town, Colorado",Town
Colorado,"Pueblo West CDP, Colorado",Census Defined Place (CDP)
Colorado,"Security-Widefield CDP, Colorado",Census Defined Place (CDP)
Colorado,"Thornton city, Colorado",City
Colorado,"Westminster city, Colorado",City
Colorado,"Wheat Ridge city, Colorado",City
Connecticut,"Hartford County, Connecticut",County
Connecticut,"Middlesex County, Connecticut",County
Connecticut,"Tolland County, Connecticut",County
Connecticut,"Manchester CDP, Connecticut",Census Defined Place (CDP)
Connecticut,"Middletown city, Connecticut",City
Connecticut,"Milford city (balance), Connecticut",City (balance)
Connecticut,"Newington CDP, Connecticut",Census Defined Place (CDP)
Connecticut,"Norwalk city, Connecticut",City
Connecticut,"Shelton city, Connecticut",City
Connecticut,"Stamford city, Connecticut",City
Connecticut,"Stratford CDP, Connecticut",Census Defined Place (CDP)
Connecticut,"Trumbull CDP, Connecticut",Census Defined Place (CDP)
Connecticut,"West Hartford CDP, Connecticut",Census Defined Place (CDP)
Connecticut,"Wethersfield CDP, Connecticut",Census Defined Place (CDP)
Delaware,"New Castle County, Delaware",County
Delaware,"Newark city, Delaware",City
Florida,"Broward County, Florida",County
Florida,"Collier County, Florida",County
Florida,"Flagler County, Florida",County
Florida,"Lake County, Florida",County
Florida,"Manatee County, Florida",County
Florida,"Miami-Dade County, Florida",County
Florida,"Orange County, Florida",County
Florida,"Palm Beach County, Florida",County
Florida,"Sarasota County, Florida",County
Florida,"Alafaya CDP, Florida",Census Defined Place (CDP)
Florida,"Apopka city, Florida",City
Florida,"Aventura city, Florida",City
Florida,"Boca Raton city, Florida",City
Florida,"Bonita Springs city, Florida",City
Florida,"Bradenton city, Florida",City
Florida,"Brandon CDP, Florida",Census Defined Place (CDP)
Florida,"Citrus Park CDP, Florida",Census Defined Place (CDP)
Florida,"Clermont city, Florida",City
Florida,"Cooper City city, Florida",City
Florida,"Coral Gables city, Florida",City
Florida,"Coral Springs city, Florida",City
Florida,"Country Club CDP, Florida",Census Defined Place (CDP)
Florida,"Dania Beach city, Florida",City
Florida,"Davie town, Florida",Town
Florida,"Deerfield Beach city, Florida",City
Florida,"DeLand city, Florida",City
Florida,"Delray Beach city, Florida",City
Florida,"Deltona city, Florida",City
Florida,"Doral city, Florida",City
Florida,"Dunedin city, Florida",City
Florida,"East Lake CDP, Florida",Census Defined Place (CDP)
Florida,"Estero village, Florida",Village
Florida,"Ferry Pass CDP, Florida",Census Defined Place (CDP)
Florida,"Fleming Island CDP, Florida",Census Defined Place (CDP)
Florida,"Fountainebleau CDP, Florida",Census Defined Place (CDP)
Florida,"Four Corners CDP, Florida",Census Defined Place (CDP)
Florida,"Fruit Cove CDP, Florida",Census Defined Place (CDP)
Florida,"Golden Gate CDP, Florida",Census Defined Place (CDP)
Florida,"Greenacres city, Florida",City
Florida,"Hallandale Beach city, Florida",City
Florida,"Hialeah city, Florida",City
Florida,"Hollywood city, Florida",City
Florida,"Horizon West CDP, Florida",Census Defined Place (CDP)
Florida,"Jupiter town, Florida",Town
Florida,"Kendale Lakes CDP, Florida",Census Defined Place (CDP)
Florida,"Kendall CDP, Florida",Census Defined Place (CDP)
Florida,"Kendall West CDP, Florida",Census Defined Place (CDP)
Florida,"Kissimmee city, Florida",City
Florida,"Lakeside CDP, Florida",Census Defined Place (CDP)
Florida,"Land O' Lakes CDP, Florida",Census Defined Place (CDP)
Florida,"Lauderdale Lakes city, Florida",City
Florida,"Margate city, Florida",City
Florida,"Meadow Woods CDP, Florida",Census Defined Place (CDP)
Florida,"Miami Lakes town, Florida",Town
Florida,"Miramar city, Florida",City
Florida,"New Smyrna Beach city, Florida",City
Florida,"North Lauderdale city, Florida",City
Florida,"North Miami Beach city, Florida",City
Florida,"North Port city, Florida",City
Florida,"Oakland Park city, Florida",City
Florida,"Oakleaf Plantation CDP, Florida",Census Defined Place (CDP)
Florida,"Ocoee city, Florida",City
Florida,"Ormond Beach city, Florida",City
Florida,"Palm Beach Gardens city, Florida",City
Florida,"Palm Coast city, Florida",City
Florida,"Palm Harbor CDP, Florida",Census Defined Place (CDP)
Florida,"Parkland city, Florida",City
Florida,"Pembroke Pines city, Florida",City
Florida,"Pine Hills CDP, Florida",Census Defined Place (CDP)
Florida,"Pinellas Park city, Florida",City
Florida,"Plantation city, Florida",City
Florida,"Poinciana CDP, Florida",Census Defined Place (CDP)
Florida,"Pompano Beach city, Florida",City
Florida,"Richmond West CDP, Florida",Census Defined Place (CDP)
Florida,"Riverview CDP, Florida",Census Defined Place (CDP)
Florida,"Rockledge city, Florida",City
Florida,"South Miami Heights CDP, Florida",Census Defined Place (CDP)
Florida,"Sunrise city, Florida",City
Florida,"Tamiami CDP, Florida",Census Defined Place (CDP)
Florida,"Temple Terrace city, Florida",City
Florida,"The Villages CDP, Florida",Census Defined Place (CDP)
Florida,"Town 'n' Country CDP, Florida",Census Defined Place (CDP)
Florida,"University CDP (Orange County), Florida",CDP
Florida,"University Park CDP, Florida",Census Defined Place (CDP)
Florida,"Valrico CDP, Florida",Census Defined Place (CDP)
Florida,"Wellington village, Florida",Village
Florida,"Wesley Chapel CDP, Florida",Census Defined Place (CDP)
Florida,"Westchester CDP, Florida",Census Defined Place (CDP)
Florida,"Weston city, Florida",City
Florida,"Winter Garden city, Florida",City
Florida,"Winter Park city, Florida",City
Florida,"Winter Springs city, Florida",City
Georgia,"Cherokee County, Georgia",County
Georgia,"Cobb County, Georgia",County
Georgia,"Coweta County, Georgia",County
Georgia,"Douglas County, Georgia",County
Georgia,"Fayette County, Georgia",County
Georgia,"Forsyth County, Georgia",County
Georgia,"Gwinnett County, Georgia",County
Georgia,"Paulding County, Georgia",County
Georgia,"Alpharetta city, Georgia",City
Georgia,"Brookhaven city, Georgia",City
Georgia,"Canton city, Georgia",City
Georgia,"Chamblee city, Georgia",City
Georgia,"Douglasville city, Georgia",City
Georgia,"Duluth city, Georgia",City
Georgia,"Dunwoody city, Georgia",City
Georgia,"Johns Creek city, Georgia",City
Georgia,"Kennesaw city, Georgia",City
Georgia,"Lawrenceville city, Georgia",City
Georgia,"Marietta city, Georgia",City
Georgia,"Milton city, Georgia",City
Georgia,"Newnan city, Georgia",City
Georgia,"Peachtree City city, Georgia",City
Georgia,"Peachtree Corners city, Georgia",City
Georgia,"Roswell city, Georgia",City
Georgia,"Sandy Springs city, Georgia",City
Georgia,"Smyrna city, Georgia",City
Georgia,"Statesboro city, Georgia",City
Georgia,"Stockbridge city, Georgia",City
Georgia,"Woodstock city, Georgia",City
Hawaii,"Honolulu County, Hawaii",County
Hawaii,"Kailua CDP (Honolulu County), Hawaii",CDP
Hawaii,"Kaneohe CDP, Hawaii",Census Defined Place (CDP)
Hawaii,"Mililani Town CDP, Hawaii",Census Defined Place (CDP)
Hawaii,"Pearl City CDP, Hawaii",Census Defined Place (CDP)
Hawaii,"Waipahu CDP, Hawaii",Census Defined Place (CDP)
Idaho,"Ada County, Idaho",County
Idaho,"Bonneville County, Idaho",County
Idaho,"Canyon County, Idaho",County
Idaho,"Kootenai County, Idaho",County
Idaho,"Boise City city, Idaho",City
Idaho,"Caldwell city, Idaho",City
Idaho,"Coeur d'Alene city, Idaho",City
Idaho,"Idaho Falls city, Idaho",City
Idaho,"Lewiston city, Idaho",City
Idaho,"Meridian city, Idaho",City
Idaho,"Nampa city, Idaho",City
Idaho,"Post Falls city, Idaho",City
Idaho,"Rexburg city, Idaho",City
Idaho,"Twin Falls city, Idaho",City
Illinois,"Champaign County, Illinois",County
Illinois,"DuPage County, Illinois",County
Illinois,"Kane County, Illinois",County
Illinois,"Kendall County, Illinois",County
Illinois,"Lake County, Illinois",County
Illinois,"McHenry County, Illinois",County
Illinois,"McLean County, Illinois",County
Illinois,"Tazewell County, Illinois",County
Illinois,"Will County, Illinois",County
Illinois,"Addison village, Illinois",Village
Illinois,"Algonquin village, Illinois",Village
Illinois,"Arlington Heights village, Illinois",Village
Illinois,"Batavia city, Illinois",City
Illinois,"Bloomington city, Illinois",City
Illinois,"Bolingbrook village, Illinois",Village
Illinois,"Buffalo Grove village, Illinois",Village
Illinois,"Burbank city, Illinois",City
Illinois,"Carol Stream village, Illinois",Village
Illinois,"Carpentersville village, Illinois",Village
Illinois,"Champaign city, Illinois",City
Illinois,"Crystal Lake city, Illinois",City
Illinois,"Danville city, Illinois",City
Illinois,"Des Plaines city, Illinois",City
Illinois,"Downers Grove village, Illinois",Village
Illinois,"Elgin city, Illinois",City
Illinois,"Elk Grove Village village, Illinois",Village
Illinois,"Elmhurst city, Illinois",City
Illinois,"Glendale Heights village, Illinois",Village
Illinois,"Glen Ellyn village, Illinois",Village
Illinois,"Glenview village, Illinois",Village
Illinois,"Gurnee village, Illinois",Village
Illinois,"Hanover Park village, Illinois",Village
Illinois,"Highland Park city, Illinois",City
Illinois,"Hoffman Estates village, Illinois",Village
Illinois,"Huntley village, Illinois",Village
Illinois,"Joliet city, Illinois",City
Illinois,"Lake in the Hills village, Illinois",Village
Illinois,"Lansing village, Illinois",Village
Illinois,"Lockport city, Illinois",City
Illinois,"Lombard village, Illinois",Village
Illinois,"McHenry city, Illinois",City
Illinois,"Melrose Park village, Illinois",Village
Illinois,"Mount Prospect village, Illinois",Village
Illinois,"Mundelein village, Illinois",Village
Illinois,"Naperville city, Illinois",City
Illinois,"New Lenox village, Illinois",Village
Illinois,"Normal town, Illinois",Town
Illinois,"Northbrook village, Illinois",Village
Illinois,"Oak Forest city, Illinois",City
Illinois,"Oak Park village, Illinois",Village
Illinois,"O'Fallon city, Illinois",City
Illinois,"Orland Park village, Illinois",Village
Illinois,"Oswego village, Illinois",Village
Illinois,"Palatine village, Illinois",Village
Illinois,"Pekin city, Illinois",City
Illinois,"Plainfield village, Illinois",Village
Illinois,"Romeoville village, Illinois",Village
Illinois,"Round Lake Beach village, Illinois",Village
Illinois,"St. Charles city, Illinois",City
Illinois,"Schaumburg village, Illinois",Village
Illinois,"Streamwood village, Illinois",Village
Illinois,"Tinley Park village, Illinois",Village
Illinois,"Vernon Hills village, Illinois",Village
Illinois,"West Chicago city, Illinois",City
Illinois,"Westmont village, Illinois",Village
Illinois,"Wheaton city, Illinois",City
Illinois,"Wheeling village, Illinois",Village
Illinois,"Wilmette village, Illinois",Village
Illinois,"Woodridge village, Illinois",Village
Indiana,"Hamilton County, Indiana",County
Indiana,"Hendricks County, Indiana",County
Indiana,"Johnson County, Indiana",County
Indiana,"Monroe County, Indiana",County
Indiana,"Porter County, Indiana",County
Indiana,"Bloomington city, Indiana",City
Indiana,"Carmel city, Indiana",City
Indiana,"Columbus city, Indiana",City
Indiana,"Crown Point city, Indiana",City
Indiana,"Fishers city, Indiana",City
Indiana,"Goshen city, Indiana",City
Indiana,"Granger CDP, Indiana",Census Defined Place (CDP)
Indiana,"Hobart city, Indiana",City
Indiana,"Lawrence city, Indiana",City
Indiana,"Merrillville town, Indiana",Town
Indiana,"Noblesville city, Indiana",City
Indiana,"Plainfield town, Indiana",Town
Indiana,"Portage city, Indiana",City
Indiana,"Schererville town, Indiana",Town
Indiana,"Valparaiso city, Indiana",City
Indiana,"Westfield city, Indiana",City
Iowa,"Black Hawk County, Iowa",County
Iowa,"Johnson County, Iowa",County
Iowa,"Linn County, Iowa",County
Iowa,"Polk County, Iowa",County
Iowa,"Scott County, Iowa",County
Iowa,"Story County, Iowa",County
Iowa,"Woodbury County, Iowa",County
Iowa,"Ames city, Iowa",City
Iowa,"Ankeny city, Iowa",City
Iowa,"Bettendorf city, Iowa",City
Iowa,"Cedar Falls city, Iowa",City
Iowa,"Cedar Rapids city, Iowa",City
Iowa,"Iowa City city, Iowa",City
Iowa,"Marion city, Iowa",City
Iowa,"Mason City city, Iowa",City
Iowa,"Sioux City city, Iowa",City
Iowa,"Urbandale city, Iowa",City
Iowa,"West Des Moines city, Iowa",City
Kansas,"Douglas County, Kansas",County
Kansas,"Johnson County, Kansas",County
Kansas,"Dodge City city, Kansas",City
Kansas,"Garden City city, Kansas",City
Kansas,"Lawrence city, Kansas",City
Kansas,"Leavenworth city, Kansas",City
Kansas,"Leawood city, Kansas",City
Kansas,"Lenexa city, Kansas",City
Kansas,"Manhattan city, Kansas",City
Kansas,"Olathe city, Kansas",City
Kansas,"Overland Park city, Kansas",City
Kansas,"Shawnee city, Kansas",City
Kentucky,"Boone County, Kentucky",County
Kentucky,"Daviess County, Kentucky",County
Kentucky,"Florence city, Kentucky",City
Kentucky,"Georgetown city, Kentucky",City
Kentucky,"Independence city, Kentucky",City
Kentucky,"Jeffersontown city, Kentucky",City
Kentucky,"Nicholasville city, Kentucky",City
Kentucky,"Owensboro city, Kentucky",City
Louisiana,"Lafayette Parish, Louisiana",Parish
Louisiana,"Lafayette city, Louisiana",City
Maine,"Cumberland County, Maine",County
Maine,"York County, Maine",County
Maine,"Portland city, Maine",City
Maine,"South Portland city, Maine",City
Maryland,"Anne Arundel County, Maryland",County
Maryland,"Baltimore County, Maryland",County
Maryland,"Carroll County, Maryland",County
Maryland,"Frederick County, Maryland",County
Maryland,"Howard County, Maryland",County
Maryland,"Montgomery County, Maryland",County
Maryland,"Prince George's County, Maryland",County
Maryland,"Annapolis city, Maryland",City
Maryland,"Aspen Hill CDP, Maryland",Census Defined Place (CDP)
Maryland,"Bel Air North CDP, Maryland",Census Defined Place (CDP)
Maryland,"Bel Air South CDP, Maryland",Census Defined Place (CDP)
Maryland,"Bethesda CDP, Maryland",Census Defined Place (CDP)
Maryland,"Bowie city, Maryland",City
Maryland,"Carney CDP, Maryland",Census Defined Place (CDP)
Maryland,"Clinton CDP, Maryland",Census Defined Place (CDP)
Maryland,"Columbia CDP, Maryland",Census Defined Place (CDP)
Maryland,"Crofton CDP, Maryland",Census Defined Place (CDP)
Maryland,"Eldersburg CDP, Maryland",Census Defined Place (CDP)
Maryland,"Ellicott City CDP, Maryland",Census Defined Place (CDP)
Maryland,"Frederick city, Maryland",City
Maryland,"Gaithersburg city, Maryland",City
Maryland,"Germantown CDP, Maryland",Census Defined Place (CDP)
Maryland,"Ilchester CDP, Maryland",Census Defined Place (CDP)
Maryland,"Laurel city, Maryland",City
Maryland,"Milford Mill CDP, Maryland",Census Defined Place (CDP)
Maryland,"North Bethesda CDP, Maryland",Census Defined Place (CDP)
Maryland,"Odenton CDP, Maryland",Census Defined Place (CDP)
Maryland,"Olney CDP, Maryland",Census Defined Place (CDP)
Maryland,"Owings Mills CDP, Maryland",Census Defined Place (CDP)
Maryland,"Parkville CDP, Maryland",Census Defined Place (CDP)
Maryland,"Perry Hall CDP, Maryland",Census Defined Place (CDP)
Maryland,"Pikesville CDP, Maryland",Census Defined Place (CDP)
Maryland,"Potomac CDP, Maryland",Census Defined Place (CDP)
Maryland,"Randallstown CDP, Maryland",Census Defined Place (CDP)
Maryland,"Reisterstown CDP, Maryland",Census Defined Place (CDP)
Maryland,"Rockville city, Maryland",City
Maryland,"Salisbury city, Maryland",City
Maryland,"Severn CDP, Maryland",Census Defined Place (CDP)
Maryland,"Severna Park CDP, Maryland",Census Defined Place (CDP)
Maryland,"Silver Spring CDP, Maryland",Census Defined Place (CDP)
Maryland,"South Laurel CDP, Maryland",Census Defined Place (CDP)
Maryland,"Towson CDP, Maryland",Census Defined Place (CDP)
Maryland,"Waldorf CDP, Maryland",Census Defined Place (CDP)
Maryland,"Wheaton CDP, Maryland",Census Defined Place (CDP)
Maryland,"Woodlawn CDP (Baltimore County), Maryland",CDP
Massachusetts,"Barnstable County, Massachusetts",County
Massachusetts,"Essex County, Massachusetts",County
Massachusetts,"Hampshire County, Massachusetts",County
Massachusetts,"Middlesex County, Massachusetts",County
Massachusetts,"Norfolk County, Massachusetts",County
Massachusetts,"Plymouth County, Massachusetts",County
Massachusetts,"Suffolk County, Massachusetts",County
Massachusetts,"Agawam Town city, Massachusetts",City
Massachusetts,"Arlington CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Attleboro city, Massachusetts",City
Massachusetts,"Barnstable Town city, Massachusetts",City
Massachusetts,"Belmont CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Beverly city, Massachusetts",City
Massachusetts,"Boston city, Massachusetts",City
Massachusetts,"Braintree Town city, Massachusetts",City
Massachusetts,"Brockton city, Massachusetts",City
Massachusetts,"Brookline CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Burlington CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Cambridge city, Massachusetts",City
Massachusetts,"Chelsea city, Massachusetts",City
Massachusetts,"Danvers CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Dedham CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Framingham CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Franklin Town city, Massachusetts",City
Massachusetts,"Gloucester city, Massachusetts",City
Massachusetts,"Haverhill city, Massachusetts",City
Massachusetts,"Lawrence city, Massachusetts",City
Massachusetts,"Leominster city, Massachusetts",City
Massachusetts,"Lexington CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Lowell city, Massachusetts",City
Massachusetts,"Lynn city, Massachusetts",City
Massachusetts,"Malden city, Massachusetts",City
Massachusetts,"Marlborough city, Massachusetts",City
Massachusetts,"Medford city, Massachusetts",City
Massachusetts,"Melrose city, Massachusetts",City
Massachusetts,"Methuen Town city, Massachusetts",City
Massachusetts,"Milford CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Milton CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Needham CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Newton city, Massachusetts",City
Massachusetts,"Northampton city, Massachusetts",City
Massachusetts,"Norwood CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Randolph CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Reading CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Salem city, Massachusetts",City
Massachusetts,"Saugus CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Somerville city, Massachusetts",City
Massachusetts,"Wakefield CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Waltham city, Massachusetts",City
Massachusetts,"Watertown Town city, Massachusetts",City
Massachusetts,"Wellesley CDP, Massachusetts",Census Defined Place (CDP)
Massachusetts,"Westfield city, Massachusetts",City
Massachusetts,"West Springfield Town city, Massachusetts",City
Massachusetts,"Weymouth Town city, Massachusetts",City
Massachusetts,"Woburn city, Massachusetts",City
Michigan,"Bay County, Michigan",County
Michigan,"Eaton County, Michigan",County
Michigan,"Grand Traverse County, Michigan",County
Michigan,"Kent County, Michigan",County
Michigan,"Livingston County, Michigan",County
Michigan,"Macomb County, Michigan",County
Michigan,"Monroe County, Michigan",County
Michigan,"Oakland County, Michigan",County
Michigan,"Ottawa County, Michigan",County
Michigan,"Washtenaw County, Michigan",County
Michigan,"Ann Arbor city, Michigan",City
Michigan,"Bay City city, Michigan",City
Michigan,"East Lansing city, Michigan",City
Michigan,"Farmington Hills city, Michigan",City
Michigan,"Forest Hills CDP, Michigan",Census Defined Place (CDP)
Michigan,"Garden City city, Michigan",City
Michigan,"Holland city, Michigan",City
Michigan,"Kentwood city, Michigan",City
Michigan,"Livonia city, Michigan",City
Michigan,"Madison Heights city, Michigan",City
Michigan,"Midland city, Michigan",City
Michigan,"Mount Pleasant city, Michigan",City
Michigan,"Novi city, Michigan",City
Michigan,"Oak Park city, Michigan",City
Michigan,"Portage city, Michigan",City
Michigan,"Rochester Hills city, Michigan",City
Michigan,"Roseville city, Michigan",City
Michigan,"Royal Oak city, Michigan",City
Michigan,"St. Clair Shores city, Michigan",City
Michigan,"Southfield city, Michigan",City
Michigan,"Southgate city, Michigan",City
Michigan,"Sterling Heights city, Michigan",City
Michigan,"Taylor city, Michigan",City
Michigan,"Troy city, Michigan",City
Michigan,"Westland city, Michigan",City
Michigan,"Wyoming city, Michigan",City
Minnesota,"Anoka County, Minnesota",County
Minnesota,"Carver County, Minnesota",County
Minnesota,"Dakota County, Minnesota",County
Minnesota,"Hennepin County, Minnesota",County
Minnesota,"Olmsted County, Minnesota",County
Minnesota,"Ramsey County, Minnesota",County
Minnesota,"Scott County, Minnesota",County
Minnesota,"Sherburne County, Minnesota",County
Minnesota,"Stearns County, Minnesota",County
Minnesota,"Washington County, Minnesota",County
Minnesota,"Wright County, Minnesota",County
Minnesota,"Andover city, Minnesota",City
Minnesota,"Apple Valley city, Minnesota",City
Minnesota,"Blaine city, Minnesota",City
Minnesota,"Bloomington city, Minnesota",City
Minnesota,"Brooklyn Center city, Minnesota",City
Minnesota,"Brooklyn Park city, Minnesota",City
Minnesota,"Burnsville city, Minnesota",City
Minnesota,"Chanhassen city, Minnesota",City
Minnesota,"Chaska city, Minnesota",City
Minnesota,"Coon Rapids city, Minnesota",City
Minnesota,"Cottage Grove city, Minnesota",City
Minnesota,"Duluth city, Minnesota",City
Minnesota,"Eagan city, Minnesota",City
Minnesota,"Eden Prairie city, Minnesota",City
Minnesota,"Edina city, Minnesota",City
Minnesota,"Fridley city, Minnesota",City
Minnesota,"Inver Grove Heights city, Minnesota",City
Minnesota,"Lakeville city, Minnesota",City
Minnesota,"Mankato city, Minnesota",City
Minnesota,"Maple Grove city, Minnesota",City
Minnesota,"Maplewood city, Minnesota",City
Minnesota,"Minneapolis city, Minnesota",City
Minnesota,"Minnetonka city, Minnesota",City
Minnesota,"Moorhead city, Minnesota",City
Minnesota,"Oakdale city, Minnesota",City
Minnesota,"Owatonna city, Minnesota",City
Minnesota,"Plymouth city, Minnesota",City
Minnesota,"Prior Lake city, Minnesota",City
Minnesota,"Ramsey city, Minnesota",City
Minnesota,"Richfield city, Minnesota",City
Minnesota,"Rochester city, Minnesota",City
Minnesota,"Roseville city, Minnesota",City
Minnesota,"St. Cloud city, Minnesota",City
Minnesota,"St. Louis Park city, Minnesota",City
Minnesota,"St. Paul city, Minnesota",City
Minnesota,"Savage city, Minnesota",City
Minnesota,"Shakopee city, Minnesota",City
Minnesota,"Shoreview city, Minnesota",City
Minnesota,"White Bear Lake city, Minnesota",City
Minnesota,"Winona city, Minnesota",City
Minnesota,"Woodbury city, Minnesota",City
Mississippi,"DeSoto County, Mississippi",County
Mississippi,"Clinton city, Mississippi",City
Mississippi,"Madison city, Mississippi",City
Mississippi,"Olive Branch city, Mississippi",City
Mississippi,"Pearl city, Mississippi",City
Mississippi,"Southaven city, Mississippi",City
Missouri,"Boone County, Missouri",County
Missouri,"Cass County, Missouri",County
Missouri,"Clay County, Missouri",County
Missouri,"Greene County, Missouri",County
Missouri,"Platte County, Missouri",County
Missouri,"St. Charles County, Missouri",County
Missouri,"Ballwin city, Missouri",City
Missouri,"Blue Springs city, Missouri",City
Missouri,"Chesterfield city, Missouri",City
Missouri,"Columbia city, Missouri",City
Missouri,"Kirkwood city, Missouri",City
Missouri,"Lee's Summit city, Missouri",City
Missouri,"Liberty city, Missouri",City
Missouri,"Maryland Heights city, Missouri",City
Missouri,"Mehlville CDP, Missouri",Census Defined Place (CDP)
Missouri,"Oakville CDP, Missouri",Census Defined Place (CDP)
Missouri,"O'Fallon city, Missouri",City
Missouri,"St. Charles city, Missouri",City
Missouri,"St. Peters city, Missouri",City
Missouri,"Wentzville city, Missouri",City
Missouri,"Wildwood city, Missouri",City
Montana,"Flathead County, Montana",County
Montana,"Gallatin County, Montana",County
Montana,"Missoula County, Montana",County
Montana,"Yellowstone County, Montana",County
Montana,"Billings city, Montana",City
Montana,"Bozeman city, Montana",City
Montana,"Great Falls city, Montana",City
Montana,"Helena city, Montana",City
Montana,"Missoula city, Montana",City
Nebraska,"Douglas County, Nebraska",County
Nebraska,"Lancaster County, Nebraska",County
Nebraska,"Sarpy County, Nebraska",County
Nebraska,"Bellevue city, Nebraska",City
Nebraska,"Grand Island city, Nebraska",City
Nebraska,"Kearney city, Nebraska",City
Nebraska,"Lincoln city, Nebraska",City
Nevada,"Washoe County, Nevada",County
Nevada,"Carson City, Nevada",City
Nevada,"Carson City, Nevada",City
Nevada,"Henderson city, Nevada",City
Nevada,"Paradise CDP, Nevada",Census Defined Place (CDP)
Nevada,"Reno city, Nevada",City
Nevada,"Sparks city, Nevada",City
Nevada,"Whitney CDP, Nevada",Census Defined Place (CDP)
New Hampshire,"Hillsborough County, New Hampshire",County
New Hampshire,"Merrimack County, New Hampshire",County
New Hampshire,"Rockingham County, New Hampshire",County
New Hampshire,"Strafford County, New Hampshire",County
New Hampshire,"Concord city, New Hampshire",City
New Hampshire,"Dover city, New Hampshire",City
New Hampshire,"Manchester city, New Hampshire",City
New Hampshire,"Nashua city, New Hampshire",City
New Hampshire,"Rochester city, New Hampshire",City
New Jersey,"Bergen County, New Jersey",County
New Jersey,"Cape May County, New Jersey",County
New Jersey,"Hudson County, New Jersey",County
New Jersey,"Hunterdon County, New Jersey",County
New Jersey,"Middlesex County, New Jersey",County
New Jersey,"Morris County, New Jersey",County
New Jersey,"Somerset County, New Jersey",County
New Jersey,"Union County, New Jersey",County
New Jersey,"Bayonne city, New Jersey",City
New Jersey,"Bergenfield borough, New Jersey",Borough
New Jersey,"Fair Lawn borough, New Jersey",Borough
New Jersey,"Fort Lee borough, New Jersey",Borough
New Jersey,"Hackensack city, New Jersey",City
New Jersey,"Hoboken city, New Jersey",City
New Jersey,"Lakewood CDP, New Jersey",Census Defined Place (CDP)
New Jersey,"New Brunswick city, New Jersey",City
New Jersey,"Paramus borough, New Jersey",Borough
New Jersey,"Perth Amboy city, New Jersey",City
New Jersey,"Ridgewood village, New Jersey",Village
New Jersey,"Sayreville borough, New Jersey",Borough
New Jersey,"Union City city, New Jersey",City
New Jersey,"West New York town, New Jersey",Town
New Mexico,"Albuquerque city, New Mexico",City
New Mexico,"Las Cruces city, New Mexico",City
New Mexico,"Rio Rancho city, New Mexico",City
New Mexico,"Santa Fe city, New Mexico",City
New York,"Bronx County, New York",County
New York,"Nassau County, New York",County
New York,"New York County, New York",County
New York,"Niagara County, New York",County
New York,"Ontario County, New York",County
New York,"Richmond County, New York",County
New York,"Rockland County, New York",County
New York,"Suffolk County, New York",County
New York,"Tompkins County, New York",County
New York,"Westchester County, New York",County
New York,"Baldwin CDP, New York",Census Defined Place (CDP)
New York,"Brighton CDP, New York",Census Defined Place (CDP)
New York,"Centereach CDP, New York",Census Defined Place (CDP)
New York,"Commack CDP, New York",Census Defined Place (CDP)
New York,"Coram CDP, New York",Census Defined Place (CDP)
New York,"Deer Park CDP, New York",Census Defined Place (CDP)
New York,"Dix Hills CDP, New York",Census Defined Place (CDP)
New York,"East Meadow CDP, New York",Census Defined Place (CDP)
New York,"Elmont CDP, New York",Census Defined Place (CDP)
New York,"Franklin Square CDP, New York",Census Defined Place (CDP)
New York,"Freeport village, New York",Village
New York,"Glen Cove city, New York",City
New York,"Hempstead village, New York",Village
New York,"Hicksville CDP, New York",Census Defined Place (CDP)
New York,"Holbrook CDP, New York",Census Defined Place (CDP)
New York,"Irondequoit CDP, New York",Census Defined Place (CDP)
New York,"Ithaca city, New York",City
New York,"Levittown CDP, New York",Census Defined Place (CDP)
New York,"Lindenhurst village, New York",Village
New York,"New City CDP, New York",Census Defined Place (CDP)
New York,"New Rochelle city, New York",City
New York,"Oceanside CDP, New York",Census Defined Place (CDP)
New York,"Plainview CDP, New York",Census Defined Place (CDP)
New York,"Tonawanda CDP, New York",Census Defined Place (CDP)
New York,"Uniondale CDP, New York",Census Defined Place (CDP)
New York,"Valley Stream village, New York",Village
New York,"West Babylon CDP, New York",Census Defined Place (CDP)
New York,"West Islip CDP, New York",Census Defined Place (CDP)
New York,"White Plains city, New York",City
New York,"Yonkers city, New York",City
North Carolina,"Brunswick County, North Carolina",County
North Carolina,"Mecklenburg County, North Carolina",County
North Carolina,"New Hanover County, North Carolina",County
